

SubNetwork,MeContext,ManagedElement,ENodeBFunction,EUtranCellFDD
NodeId	ENodeBFunctionId	EUtranCellFDDId	administrativeState	cellBarred	cellId	dlChannelBandwidth	earfcndl	freqBand	primaryPlmnReserved	threshServingLow	timeOfLastModification
CSL00071R	1	CSL00071_3B_1	UNLOCKED	NOT_BARRED	150	10000	9820	30	false	4	
CSL00071R	1	CSL00071_7A_1	UNLOCKED	NOT_BARRED	15	10000	5780	17	false	2	
CSL00071R	1	CSL00071_7A_2_E	UNLOCKED	BARRED	224	10000	9720	29	false	2	
CSL00071R	1	CSL00071_7B_1	UNLOCKED	NOT_BARRED	16	10000	5780	17	false	2	
CSL00071R	1	CSL00071_7B_2_E	UNLOCKED	BARRED	225	10000	9720	29	false	2	
CSL00071R	1	CSL00071_7C_1	UNLOCKED	NOT_BARRED	17	10000	5780	17	false	2	
CSL00071R	1	CSL00071_7C_2_E	UNLOCKED	BARRED	226	10000	9720	29	false	2	
CSL00071R	1	CSL00071_8A_1	LOCKED	BARRED	1	3000	2454	5	true	4	
CSL00071R	1	CSL00071_8B_1	LOCKED	BARRED	2	3000	2454	5	true	4	
CSL00071R	1	CSL00071_8C_1	LOCKED	BARRED	3	3000	2454	5	true	4	
CSL00100	1	CSL00100_3H_1_D	LOCKED	BARRED	155	10000	9820	30	true	4	2017-06-21 05:16:24
CSL00100	1	CSL00100_3J_1_D	LOCKED	BARRED	156	10000	9820	30	true	4	2017-06-21 05:16:24
CSL00100	1	CSL00100_3K_1_D	LOCKED	BARRED	157	10000	9820	30	true	4	2017-06-21 05:16:24
CSL00100	1	CSL00100_7H_1_D	LOCKED	BARRED	100	10000	5780	17	true	2	2017-06-21 05:16:24
CSL00100	1	CSL00100_7J_1_D	LOCKED	BARRED	101	10000	5780	17	true	2	2017-06-21 05:16:24
CSL00100	1	CSL00100_8H_1_D	LOCKED	BARRED	84	5000	2454	5	true	2	2017-06-21 05:16:24
CSL00100	1	CSL00100_8J_1_D	LOCKED	BARRED	85	5000	2454	5	true	2	2017-06-21 05:16:24
CSL00101	1	CSL00101_3H_1_D	LOCKED	BARRED	155	10000	9820	30	true	4	2017-06-21 05:16:24
CSL00101	1	CSL00101_3J_1_D	LOCKED	BARRED	156	10000	9820	30	true	4	2017-06-21 05:16:24
CSL00101	1	CSL00101_3K_1_D	LOCKED	BARRED	157	10000	9820	30	true	4	2017-06-21 05:16:24
CSL00101	1	CSL00101_7H_1_D	LOCKED	BARRED	100	10000	5780	17	true	2	2017-06-21 05:16:24
CSL00101	1	CSL00101_7J_1_D	LOCKED	BARRED	101	10000	5780	17	true	2	2017-06-21 05:16:24
CSL00101	1	CSL00101_8H_1_D	LOCKED	BARRED	84	5000	2454	5	true	2	2017-06-21 05:16:24
CSL00101	1	CSL00101_8J_1_D	LOCKED	BARRED	85	5000	2454	5	true	2	2017-06-21 05:16:24
CSL00102	1	CSL00102_3H_1_D	LOCKED	BARRED	155	10000	9820	30	true	4	
CSL00102	1	CSL00102_3J_1_D	LOCKED	BARRED	156	10000	9820	30	true	4	
CSL00102	1	CSL00102_7H_1_D	LOCKED	BARRED	100	10000	5780	17	true	2	
CSL00102	1	CSL00102_7J_1_D	LOCKED	BARRED	101	10000	5780	17	true	2	
CSL00102	1	CSL00102_8H_1_D	LOCKED	BARRED	84	5000	2454	5	true	2	
CSL00102	1	CSL00102_8J_1_D	LOCKED	BARRED	85	5000	2454	5	true	2	
CSL00103	1	CSL00103_3H_1_D	LOCKED	BARRED	155	10000	9820	30	true	4	
CSL00103	1	CSL00103_3J_1_D	LOCKED	BARRED	156	10000	9820	30	true	4	
CSL00103	1	CSL00103_7H_1_D	LOCKED	BARRED	100	10000	5780	17	true	2	
CSL00103	1	CSL00103_7J_1_D	LOCKED	BARRED	101	10000	5780	17	true	2	
CSL00103	1	CSL00103_8H_1_D	LOCKED	BARRED	84	5000	2454	5	true	2	
CSL00103	1	CSL00103_8J_1_D	LOCKED	BARRED	85	5000	2454	5	true	2	
CSL00104	1	CSL00104_3H_1_D	LOCKED	BARRED	155	10000	9820	30	true	4	2017-06-21 05:16:24
CSL00104	1	CSL00104_3J_1_D	LOCKED	BARRED	156	10000	9820	30	true	4	2017-06-21 05:16:24
CSL00104	1	CSL00104_3K_1_D	LOCKED	BARRED	157	10000	9820	30	true	4	2017-06-21 05:16:24
CSL00104	1	CSL00104_7H_1_D	LOCKED	BARRED	100	10000	5780	17	true	2	2017-06-21 05:16:24
CSL00104	1	CSL00104_7J_1_D	LOCKED	BARRED	101	10000	5780	17	true	2	2017-06-21 05:16:24
CSL00104	1	CSL00104_7K_1_D	LOCKED	BARRED	102	10000	5780	17	true	2	2017-06-21 05:16:24
CSL00104	1	CSL00104_8H_1_D	LOCKED	BARRED	84	3000	2454	5	true	2	2017-06-21 05:16:24
CSL00104	1	CSL00104_8J_1_D	LOCKED	BARRED	85	3000	2454	5	true	2	2017-06-21 05:16:24
CSL00104	1	CSL00104_8K_1_D	LOCKED	BARRED	86	3000	2454	5	true	2	2017-06-21 05:16:24
CSL00105	1	CSL00105_3H_1_D	LOCKED	BARRED	155	10000	9820	30	true	4	
CSL00105	1	CSL00105_3J_1_D	LOCKED	BARRED	156	10000	9820	30	true	4	
CSL00105	1	CSL00105_7H_1_D	LOCKED	BARRED	100	10000	5780	17	true	2	
CSL00105	1	CSL00105_7J_1_D	LOCKED	BARRED	101	10000	5780	17	true	2	
CSL00105	1	CSL00105_8H_1_D	LOCKED	BARRED	84	3000	2454	5	true	2	
CSL00105	1	CSL00105_8J_1_D	LOCKED	BARRED	85	3000	2454	5	true	2	
CSL00108	1	CSL00108_3H_1_D	LOCKED	BARRED	155	10000	9820	30	true	4	
CSL00108	1	CSL00108_3J_1_D	LOCKED	BARRED	156	10000	9820	30	true	4	
CSL00108	1	CSL00108_3K_1_D	LOCKED	BARRED	157	10000	9820	30	true	4	
CSL00108	1	CSL00108_7H_1_D	LOCKED	BARRED	100	10000	5780	17	true	2	
CSL00108	1	CSL00108_7J_1_D	LOCKED	BARRED	101	10000	5780	17	true	2	
CSL00108	1	CSL00108_7K_1_D	LOCKED	BARRED	102	10000	5780	17	true	2	
CSL00108	1	CSL00108_8H_1_D	LOCKED	BARRED	84	3000	2454	5	true	2	
CSL00108	1	CSL00108_8J_1_D	LOCKED	BARRED	85	3000	2454	5	true	2	
CSL00108	1	CSL00108_8K_1_D	LOCKED	BARRED	86	3000	2454	5	true	2	
CSL00109	1	CSL00109_2H_1_D	LOCKED	BARRED	108	5000	1975	4	true	4	
CSL00109	1	CSL00109_2J_1_D	LOCKED	BARRED	109	5000	1975	4	true	4	
CSL00109	1	CSL00109_2K_1_D	LOCKED	BARRED	110	5000	1975	4	true	4	
CSL00109	1	CSL00109_3H_1_D	LOCKED	BARRED	155	10000	9820	30	true	4	
CSL00109	1	CSL00109_3J_1_D	LOCKED	BARRED	156	10000	9820	30	true	4	
CSL00109	1	CSL00109_3K_1_D	LOCKED	BARRED	157	10000	9820	30	true	4	
CSL00109	1	CSL00109_3L_1_D	LOCKED	BARRED	158	10000	9820	30	true	4	
CSL00109	1	CSL00109_9H_1_D	LOCKED	BARRED	92	20000	850	2	true	4	
CSL00109	1	CSL00109_9J_1_D	LOCKED	BARRED	93	20000	850	2	true	4	
CSL00109	1	CSL00109_9K_1_D	LOCKED	BARRED	94	20000	850	2	true	4	
CSL00110	1	CSL00110_2H_1_D	LOCKED	BARRED	108	5000	1975	4	true	4	
CSL00110	1	CSL00110_2J_1_D	LOCKED	BARRED	109	5000	1975	4	true	4	
CSL00110	1	CSL00110_2K_1_D	LOCKED	BARRED	110	5000	1975	4	true	4	
CSL00110	1	CSL00110_9H_1_D	LOCKED	BARRED	92	20000	850	2	true	4	
CSL00110	1	CSL00110_9J_1_D	LOCKED	BARRED	93	20000	850	2	true	4	
CSL00110	1	CSL00110_9K_1_D	LOCKED	BARRED	94	20000	850	2	true	4	
CSL00111	1	CSL00111_2H_1_D	LOCKED	BARRED	108	5000	1975	4	true	4	
CSL00111	1	CSL00111_2J_1_D	LOCKED	BARRED	109	5000	1975	4	true	4	
CSL00111	1	CSL00111_9H_1_D	LOCKED	BARRED	92	20000	850	2	true	4	
CSL00111	1	CSL00111_9J_1_D	LOCKED	BARRED	93	20000	850	2	true	4	
CSL00112	1	CSL00112_2H_1_D	LOCKED	BARRED	108	5000	1975	4	true	4	
CSL00112	1	CSL00112_2J_1_D	LOCKED	BARRED	109	5000	1975	4	true	4	
CSL00112	1	CSL00112_2K_1_D	LOCKED	BARRED	110	5000	1975	4	true	4	
CSL00112	1	CSL00112_9H_1_D	LOCKED	BARRED	92	20000	850	2	true	4	
CSL00112	1	CSL00112_9J_1_D	LOCKED	BARRED	93	20000	850	2	true	4	
CSL00112	1	CSL00112_9K_1_D	LOCKED	BARRED	94	20000	850	2	true	4	
CSL00113	1	CSL00113_2H_1_D	LOCKED	BARRED	108	5000	1975	4	true	4	
CSL00113	1	CSL00113_2J_1_D	LOCKED	BARRED	109	5000	1975	4	true	4	
CSL00113	1	CSL00113_9H_1_D	LOCKED	BARRED	92	20000	850	2	true	4	
CSL00113	1	CSL00113_9J_1_D	LOCKED	BARRED	93	20000	850	2	true	4	
CSL00115	1	CSL00115_2H_1_D	LOCKED	BARRED	108	5000	1975	4	true	4	
CSL00115	1	CSL00115_2J_1_D	LOCKED	BARRED	109	5000	1975	4	true	4	
CSL00115	1	CSL00115_9H_1_D	LOCKED	BARRED	92	20000	850	2	true	4	
CSL00115	1	CSL00115_9J_1_D	LOCKED	BARRED	93	20000	850	2	true	4	
CSL00116	1	CSL00116_2H_1_D	LOCKED	BARRED	108	5000	1975	4	true	4	
CSL00116	1	CSL00116_2J_1_D	LOCKED	BARRED	109	5000	1975	4	true	4	
CSL00116	1	CSL00116_2K_1_D	LOCKED	BARRED	110	5000	1975	4	true	4	
CSL00116	1	CSL00116_9H_1_D	LOCKED	BARRED	92	20000	850	2	true	4	
CSL00116	1	CSL00116_9J_1_D	LOCKED	BARRED	93	20000	850	2	true	4	
CSL00116	1	CSL00116_9K_1_D	LOCKED	BARRED	94	20000	850	2	true	4	
CSL00117	1	CSL00117_2H_1_D	LOCKED	BARRED	108	5000	1975	4	true	4	
CSL00117	1	CSL00117_2J_1_D	LOCKED	BARRED	109	5000	1975	4	true	4	
CSL00117	1	CSL00117_2K_1_D	LOCKED	BARRED	110	5000	1975	4	true	4	
CSL00117	1	CSL00117_9H_1_D	LOCKED	BARRED	92	20000	850	2	true	4	
CSL00117	1	CSL00117_9J_1_D	LOCKED	BARRED	93	20000	850	2	true	4	
CSL00117	1	CSL00117_9K_1_D	LOCKED	BARRED	94	20000	850	2	true	4	
CSL00118	1	CSL00118_2H_1_D	LOCKED	BARRED	108	5000	1975	4	true	4	
CSL00118	1	CSL00118_2J_1_D	LOCKED	BARRED	109	5000	1975	4	true	4	
CSL00118	1	CSL00118_2K_1_D	LOCKED	BARRED	110	5000	1975	4	true	4	
CSL00118	1	CSL00118_9H_1_D	LOCKED	BARRED	92	20000	850	2	true	4	
CSL00118	1	CSL00118_9J_1_D	LOCKED	BARRED	93	20000	850	2	true	4	
CSL00118	1	CSL00118_9K_1_D	LOCKED	BARRED	94	20000	850	2	true	4	
CSL00119	1	CSL00119_2H_1_D	LOCKED	BARRED	108	5000	1975	4	true	4	
CSL00119	1	CSL00119_2J_1_D	LOCKED	BARRED	109	5000	1975	4	true	4	
CSL00119	1	CSL00119_9H_1_D	LOCKED	BARRED	92	20000	850	2	true	4	
CSL00119	1	CSL00119_9J_1_D	LOCKED	BARRED	93	20000	850	2	true	4	
CSL00120	1	CSL00120_2H_1_D	LOCKED	BARRED	108	5000	1975	4	true	4	
CSL00120	1	CSL00120_2J_1_D	LOCKED	BARRED	109	5000	1975	4	true	4	
CSL00120	1	CSL00120_9H_1_D	LOCKED	BARRED	92	20000	850	2	true	4	
CSL00120	1	CSL00120_9J_1_D	LOCKED	BARRED	93	20000	850	2	true	4	
CSL00121	1	CSL00121_2H_1_D	LOCKED	BARRED	108	5000	1975	4	true	4	
CSL00121	1	CSL00121_2J_1_D	LOCKED	BARRED	109	5000	1975	4	true	4	
CSL00121	1	CSL00121_9H_1_D	LOCKED	BARRED	92	20000	850	2	true	4	
CSL00121	1	CSL00121_9J_1_D	LOCKED	BARRED	93	20000	850	2	true	4	
CSL00122	1	CSL00122_2H_1_D	LOCKED	BARRED	108	5000	1975	4	true	4	
CSL00122	1	CSL00122_2J_1_D	LOCKED	BARRED	109	5000	1975	4	true	4	
CSL00122	1	CSL00122_2K_1_D	LOCKED	BARRED	110	5000	1975	4	true	4	
CSL00122	1	CSL00122_9H_1_D	LOCKED	BARRED	92	20000	850	2	true	4	
CSL00122	1	CSL00122_9J_1_D	LOCKED	BARRED	93	20000	850	2	true	4	
CSL00122	1	CSL00122_9K_1_D	LOCKED	BARRED	94	20000	850	2	true	4	
CSL00123	1	CSL00123_2H_1_D	LOCKED	BARRED	108	5000	1975	4	true	4	
CSL00123	1	CSL00123_2J_1_D	LOCKED	BARRED	109	5000	1975	4	true	4	
CSL00123	1	CSL00123_2K_1_D	LOCKED	BARRED	110	5000	1975	4	true	4	
CSL00123	1	CSL00123_9H_1_D	LOCKED	BARRED	92	20000	850	2	true	4	
CSL00123	1	CSL00123_9J_1_D	LOCKED	BARRED	93	20000	850	2	true	4	
CSL00123	1	CSL00123_9K_1_D	LOCKED	BARRED	94	20000	850	2	true	4	
CSL00285	1	CSL00285_2A_1	UNLOCKED	NOT_BARRED	22	5000	1975	4	false	2	
CSL00285	1	CSL00285_2A_2	UNLOCKED	BARRED	187	10000	66986	66	false	4	
CSL00285	1	CSL00285_2B_1	UNLOCKED	NOT_BARRED	23	5000	1975	4	false	2	
CSL00285	1	CSL00285_2B_2	UNLOCKED	BARRED	188	10000	66986	66	false	4	
CSL00285	1	CSL00285_2C_1	UNLOCKED	NOT_BARRED	24	5000	1975	4	false	2	
CSL00285	1	CSL00285_2C_2	UNLOCKED	BARRED	189	10000	66986	66	false	4	
CSL00285	1	CSL00285_3A_1	UNLOCKED	NOT_BARRED	149	10000	9820	30	false	4	2018-06-05 07:11:50
CSL00285	1	CSL00285_3B_1	UNLOCKED	NOT_BARRED	150	10000	9820	30	false	4	2018-06-05 07:11:57
CSL00285	1	CSL00285_3C_1	UNLOCKED	NOT_BARRED	151	10000	9820	30	false	4	2018-06-05 07:41:35
CSL00285	1	CSL00285_7A_1	UNLOCKED	NOT_BARRED	15	10000	5780	17	false	2	2018-06-05 07:11:48
CSL00285	1	CSL00285_7A_3_F	UNLOCKED	NOT_BARRED	194	10000	5330	14	false	2	
CSL00285	1	CSL00285_7B_1	UNLOCKED	NOT_BARRED	16	10000	5780	17	false	2	2018-06-05 07:11:56
CSL00285	1	CSL00285_7B_3_F	UNLOCKED	NOT_BARRED	195	10000	5330	14	false	2	
CSL00285	1	CSL00285_7C_1	UNLOCKED	NOT_BARRED	17	10000	5780	17	false	2	2018-06-05 07:41:34
CSL00285	1	CSL00285_7C_3_F	UNLOCKED	NOT_BARRED	196	10000	5330	14	false	2	
CSL00285	1	CSL00285_9A_1	UNLOCKED	NOT_BARRED	8	20000	850	2	false	4	2018-06-05 07:11:53
CSL00285	1	CSL00285_9B_1	UNLOCKED	NOT_BARRED	9	20000	850	2	false	4	2018-06-05 07:11:57
CSL00285	1	CSL00285_9C_1	UNLOCKED	NOT_BARRED	10	20000	850	2	false	4	2018-06-05 07:41:35
CSL00309	1	CSL00309_2A_1	UNLOCKED	NOT_BARRED	22	5000	1975	4	false	2	
CSL00309	1	CSL00309_2A_2	UNLOCKED	BARRED	187	10000	66986	66	false	4	
CSL00309	1	CSL00309_2B_1	UNLOCKED	NOT_BARRED	23	5000	1975	4	false	2	
CSL00309	1	CSL00309_2B_2	UNLOCKED	BARRED	188	10000	66986	66	false	4	
CSL00309	1	CSL00309_2C_1	UNLOCKED	NOT_BARRED	24	5000	1975	4	false	2	
CSL00309	1	CSL00309_2C_2	UNLOCKED	BARRED	189	10000	66986	66	false	4	
CSL00309	1	CSL00309_3A_1	UNLOCKED	NOT_BARRED	149	10000	9820	30	false	4	
CSL00309	1	CSL00309_3B_1	UNLOCKED	NOT_BARRED	150	10000	9820	30	false	4	
CSL00309	1	CSL00309_3C_1	UNLOCKED	NOT_BARRED	151	10000	9820	30	false	4	
CSL00309	1	CSL00309_7A_1	UNLOCKED	NOT_BARRED	15	10000	5780	17	false	2	
CSL00309	1	CSL00309_7A_3_F	UNLOCKED	NOT_BARRED	194	10000	5330	14	false	2	
CSL00309	1	CSL00309_7B_1	UNLOCKED	NOT_BARRED	16	10000	5780	17	false	2	
CSL00309	1	CSL00309_7B_3_F	UNLOCKED	NOT_BARRED	195	10000	5330	14	false	2	
CSL00309	1	CSL00309_7C_1	UNLOCKED	NOT_BARRED	17	10000	5780	17	false	2	
CSL00309	1	CSL00309_7C_3_F	UNLOCKED	NOT_BARRED	196	10000	5330	14	false	2	
CSL00309	1	CSL00309_9A_1	UNLOCKED	NOT_BARRED	8	20000	850	2	false	4	
CSL00309	1	CSL00309_9B_1	UNLOCKED	NOT_BARRED	9	20000	850	2	false	4	
CSL00309	1	CSL00309_9C_1	UNLOCKED	NOT_BARRED	10	20000	850	2	false	4	
CSL00470	1	CSL00470_7A_1	UNLOCKED	NOT_BARRED	15	10000	5780	17	false	2	
CSL00470	1	CSL00470_7B_1	UNLOCKED	NOT_BARRED	16	10000	5780	17	false	2	
CSL00470	1	CSL00470_7C_1	UNLOCKED	NOT_BARRED	17	10000	5780	17	false	2	
CSL00480	1	CSL00480_3A_1	UNLOCKED	BARRED	149	10000	9820	30	true	4	
CSL00480	1	CSL00480_3B_1	UNLOCKED	BARRED	150	10000	9820	30	true	4	
CSL00480	1	CSL00480_3C_1	UNLOCKED	BARRED	151	10000	9820	30	true	4	
CSL00480	1	CSL00480_7A_1	UNLOCKED	NOT_BARRED	15	10000	5780	17	false	2	2018-07-31 07:12:47
CSL00480	1	CSL00480_7A_3_F	UNLOCKED	NOT_BARRED	194	10000	5330	14	false	2	
CSL00480	1	CSL00480_7B_1	UNLOCKED	NOT_BARRED	16	10000	5780	17	false	2	2018-07-31 07:12:47
CSL00480	1	CSL00480_7B_3_F	UNLOCKED	NOT_BARRED	195	10000	5330	14	false	2	
CSL00480	1	CSL00480_7C_1	UNLOCKED	NOT_BARRED	17	10000	5780	17	false	2	2018-07-31 07:12:46
CSL00480	1	CSL00480_7C_3_F	UNLOCKED	NOT_BARRED	196	10000	5330	14	false	2	
CSL00480	1	CSL00480_9C_1	UNLOCKED	NOT_BARRED	10	20000	850	2	false	4	2018-07-31 07:12:47
CSL00481	1	CSL00481_3A_1	LOCKED	BARRED	149	10000	9820	30	true	4	
CSL00481	1	CSL00481_3B_1	LOCKED	BARRED	150	10000	9820	30	true	4	
CSL00481	1	CSL00481_3C_1	LOCKED	BARRED	151	10000	9820	30	true	4	
CSL00481	1	CSL00481_7B_1	UNLOCKED	NOT_BARRED	16	10000	5780	17	false	2	
CSL00481	1	CSL00481_7C_1	UNLOCKED	NOT_BARRED	17	10000	5780	17	false	2	
CSL00554	1	CSL00554_2A_2	LOCKED	BARRED	187	5000	66986	66	true	4	
CSL00554	1	CSL00554_2B_2	LOCKED	BARRED	188	5000	66986	66	true	4	
CSL00554	1	CSL00554_2C_2	LOCKED	BARRED	189	5000	66986	66	true	4	
CSL00554	1	CSL00554_7A_1	LOCKED	BARRED	15	10000	5780	17	true	2	
CSL00554	1	CSL00554_7B_1	LOCKED	BARRED	16	10000	5780	17	true	2	
CSL00554	1	CSL00554_7C_1	LOCKED	BARRED	17	10000	5780	17	true	2	
CSL00554	1	CSL00554_8A_1	LOCKED	BARRED	1	3000	2454	5	true	4	
CSL00554	1	CSL00554_8B_1	LOCKED	BARRED	2	3000	2454	5	true	4	
CSL00554	1	CSL00554_8C_1	LOCKED	BARRED	3	3000	2454	5	true	4	
CSL00554	1	CSL00554_9A_1	LOCKED	BARRED	8	15000	1125	2	true	4	
CSL00554	1	CSL00554_9A_2	LOCKED	BARRED	217	15000	775	2	true	4	
CSL00554	1	CSL00554_9B_1	LOCKED	BARRED	9	15000	1125	2	true	4	
CSL00554	1	CSL00554_9B_2	LOCKED	BARRED	218	15000	775	2	true	4	
CSL00554	1	CSL00554_9C_1	LOCKED	BARRED	10	15000	1125	2	true	4	
CSL00554	1	CSL00554_9C_2	LOCKED	BARRED	219	15000	775	2	true	4	
CSL00567	1	CSL00567_7A_1	UNLOCKED	NOT_BARRED	15	10000	5780	17	false	2	
CSL00567	1	CSL00567_7B_1	UNLOCKED	NOT_BARRED	16	10000	5780	17	false	2	
CSL00567	1	CSL00567_7C_1	UNLOCKED	NOT_BARRED	17	10000	5780	17	false	2	
CSL00572	1	CSL00572_7A_1	UNLOCKED	NOT_BARRED	15	10000	5780	17	false	2	
CSL00572	1	CSL00572_7B_1	UNLOCKED	NOT_BARRED	16	10000	5780	17	false	2	
CSL00572	1	CSL00572_9A_1	UNLOCKED	NOT_BARRED	8	15000	1125	2	false	4	
CSL00572	1	CSL00572_9A_2	UNLOCKED	NOT_BARRED	217	15000	775	2	false	4	
CSL00572	1	CSL00572_9B_1	UNLOCKED	NOT_BARRED	9	15000	1125	2	false	4	
CSL00572	1	CSL00572_9B_2	UNLOCKED	NOT_BARRED	218	15000	775	2	false	4	
CSL00576	1	CSL00576_2A_2	LOCKED	BARRED	187	10000	66986	66	true	4	
CSL00576	1	CSL00576_2B_2	LOCKED	BARRED	188	10000	66986	66	true	4	
CSL00576	1	CSL00576_2C_2	LOCKED	BARRED	189	10000	66986	66	true	4	
CSL00576	1	CSL00576_7A_1	UNLOCKED	NOT_BARRED	15	10000	5780	17	false	2	
CSL00576	1	CSL00576_7A_2_E	LOCKED	BARRED	224	10000	9720	29	true	2	
CSL00576	1	CSL00576_7A_3_F	LOCKED	BARRED	194	10000	5330	14	true	2	
CSL00576	1	CSL00576_7B_1	UNLOCKED	NOT_BARRED	16	10000	5780	17	false	2	
CSL00576	1	CSL00576_7B_2_E	LOCKED	BARRED	225	10000	9720	29	true	2	
CSL00576	1	CSL00576_7B_3_F	LOCKED	BARRED	195	10000	5330	14	true	2	
CSL00576	1	CSL00576_7C_1	UNLOCKED	NOT_BARRED	17	10000	5780	17	false	2	
CSL00576	1	CSL00576_7C_2_E	LOCKED	BARRED	226	10000	9720	29	true	2	
CSL00576	1	CSL00576_7C_3_F	LOCKED	BARRED	196	10000	5330	14	true	2	
CSL00576	1	CSL00576_9A_1	LOCKED	BARRED	8	15000	1125	2	true	4	
CSL00576	1	CSL00576_9A_2	LOCKED	BARRED	217	15000	775	2	true	4	
CSL00576	1	CSL00576_9B_1	LOCKED	BARRED	9	15000	1125	2	true	4	
CSL00576	1	CSL00576_9B_2	LOCKED	BARRED	218	15000	775	2	true	4	
CSL00576	1	CSL00576_9C_1	LOCKED	BARRED	10	15000	1125	2	true	4	
CSL00576	1	CSL00576_9C_2	LOCKED	BARRED	219	15000	775	2	true	4	
CSL00577	1	CSL00577_2A_2	UNLOCKED	BARRED	187	10000	66986	66	false	4	
CSL00577	1	CSL00577_2B_2	UNLOCKED	BARRED	188	10000	66986	66	false	4	
CSL00577	1	CSL00577_2C_2	UNLOCKED	BARRED	189	10000	66986	66	false	4	
CSL00577	1	CSL00577_7A_1	UNLOCKED	NOT_BARRED	15	10000	5780	17	false	2	
CSL00577	1	CSL00577_7B_1	UNLOCKED	NOT_BARRED	16	10000	5780	17	false	2	
CSL00577	1	CSL00577_7C_1	UNLOCKED	NOT_BARRED	17	10000	5780	17	false	2	
CSL00577	1	CSL00577_9A_1	UNLOCKED	NOT_BARRED	8	15000	1125	2	false	4	
CSL00577	1	CSL00577_9B_1	UNLOCKED	NOT_BARRED	9	15000	1125	2	false	4	
CSL00577	1	CSL00577_9C_1	UNLOCKED	NOT_BARRED	10	15000	1125	2	false	4	
CSL00613	1	CSL00613_2A_2	LOCKED	BARRED	187	10000	66986	66	true	4	
CSL00613	1	CSL00613_2B_2	LOCKED	BARRED	188	10000	66986	66	true	4	
CSL00613	1	CSL00613_2C_2	LOCKED	BARRED	189	10000	66986	66	true	4	
CSL00613	1	CSL00613_3A_1	UNLOCKED	NOT_BARRED	149	10000	9820	30	false	4	2018-09-18
CSL00613	1	CSL00613_3B_1	UNLOCKED	NOT_BARRED	150	10000	9820	30	false	4	2018-09-18
CSL00613	1	CSL00613_3C_1	UNLOCKED	NOT_BARRED	151	10000	9820	30	false	4	2018-09-18
CSL00613	1	CSL00613_7A_1	UNLOCKED	NOT_BARRED	15	10000	5780	17	false	2	2018-08-31
CSL00613	1	CSL00613_7A_3_F	LOCKED	BARRED	194	10000	5330	14	true	2	
CSL00613	1	CSL00613_7B_1	UNLOCKED	NOT_BARRED	16	10000	5780	17	false	2	2018-08-22
CSL00613	1	CSL00613_7B_3_F	LOCKED	BARRED	195	10000	5330	14	true	2	
CSL00613	1	CSL00613_7C_1	UNLOCKED	NOT_BARRED	17	10000	5780	17	false	2	2018-08-22
CSL00613	1	CSL00613_7C_3_F	LOCKED	BARRED	196	10000	5330	14	true	2	
CSL00613	1	CSL00613_9A_1	UNLOCKED	NOT_BARRED	8	15000	1125	2	false	4	2018-08-31
CSL00613	1	CSL00613_9A_2	UNLOCKED	NOT_BARRED	217	15000	775	2	false	4	2018-08-22
CSL00613	1	CSL00613_9B_1	UNLOCKED	NOT_BARRED	9	15000	1125	2	false	4	2018-08-31
CSL00613	1	CSL00613_9B_2	UNLOCKED	NOT_BARRED	218	15000	775	2	false	4	2018-08-22
CSL00613	1	CSL00613_9C_1	UNLOCKED	NOT_BARRED	10	15000	1125	2	false	4	2018-08-31
CSL00613	1	CSL00613_9C_2	UNLOCKED	NOT_BARRED	219	15000	775	2	false	4	2018-08-22
CSL00618	1	CSL00618_2A_2	LOCKED	BARRED	187	10000	66986	66	true	4	
CSL00618	1	CSL00618_2B_2	LOCKED	BARRED	188	10000	66986	66	true	4	
CSL00618	1	CSL00618_2C_2	LOCKED	BARRED	189	10000	66986	66	true	4	
CSL00618	1	CSL00618_7A_1	UNLOCKED	NOT_BARRED	15	10000	5780	17	false	2	2018-10-09
CSL00618	1	CSL00618_7A_3_F	LOCKED	BARRED	194	10000	5330	14	true	2	
CSL00618	1	CSL00618_7B_1	UNLOCKED	NOT_BARRED	16	10000	5780	17	false	2	2018-10-09
CSL00618	1	CSL00618_7B_3_F	LOCKED	BARRED	195	10000	5330	14	true	2	
CSL00618	1	CSL00618_7C_1	UNLOCKED	NOT_BARRED	17	10000	5780	17	false	2	2018-10-09
CSL00618	1	CSL00618_7C_3_F	LOCKED	BARRED	196	10000	5330	14	true	2	
CSL00618	1	CSL00618_9A_1	UNLOCKED	NOT_BARRED	8	15000	1125	2	false	4	2018-10-09
CSL00618	1	CSL00618_9A_2	UNLOCKED	NOT_BARRED	217	15000	775	2	false	4	2018-10-09
CSL00618	1	CSL00618_9B_1	UNLOCKED	NOT_BARRED	9	15000	1125	2	false	4	2018-10-09
CSL00618	1	CSL00618_9B_2	UNLOCKED	NOT_BARRED	218	15000	775	2	false	4	2018-10-09
CSL00618	1	CSL00618_9C_1	UNLOCKED	NOT_BARRED	10	15000	1125	2	false	4	2018-10-18
CSL00618	1	CSL00618_9C_2	UNLOCKED	NOT_BARRED	219	15000	775	2	false	4	2018-10-09
CSL00624	1	CSL00624_2A_2	UNLOCKED	BARRED	187	10000	66986	66	false	4	
CSL00624	1	CSL00624_2B_2	UNLOCKED	BARRED	188	10000	66986	66	false	4	
CSL00624	1	CSL00624_2C_2	UNLOCKED	BARRED	189	10000	66986	66	false	4	
