         usid   latitude   longitude                 cell  earfcndl
22265   16274  33.214205 -117.234485        CAL00149_2B_1      2200
22266  172915  34.052940 -118.247650  CLL06610_R02_9Q_1_N       850
22267   16274  33.214205 -117.234485        CAL00149_9B_1       700
22268  172900  34.057580 -118.262220  CLL06606_R01_9Q_1_N       850
22269  172863  34.038100 -118.266460  CLL06634_R01_9Q_1_N       850
22270  172862  34.037290 -118.266990  CLL06635_R02_9Q_1_N       850
22271   16274  33.214205 -117.234485        CAL00149_3B_1      9820
22272   16274  33.214256 -117.234546        CAL00149_3C_1      9820
22273   16274  33.214263 -117.234543        CAL00149_3A_1      9820
22274  161071  33.714114 -117.746450        CLL01261_7C_1      5780
22275   47279  35.372026 -119.029050        CSL21100_3B_1      9820
22276   11800  34.218569 -118.388662        CLL25239_2C_1      1975
22277  161071  33.714114 -117.746450        CLL01261_7A_1      5780
22278   11800  34.218569 -118.388662        CLL05239_7A_1      5780
22279   11800  34.218569 -118.388662        CLL05239_7B_1      5780
22280   11878  34.164944 -118.488250        CLL05291_9A_1       850
22281  170075  34.042883 -117.238094        CSL02813_3C_1      9820
22282   11800  34.218569 -118.388662        CLL05239_9A_1       850
22283  161071  33.714114 -117.746450        CLL01261_7B_1      5780
22284  161071  33.714114 -117.746450        CLL01261_7B_1      5780
22285  170075  34.042883 -117.238094        CSL02813_3A_1      9820
22286   11800  34.218569 -118.388662        CLL25239_9C_1       850
22287   11800  34.218569 -118.388662        CLL25239_7C_1      5780
22288   47279  35.372210 -119.029071        CSL09729_3C_1      9820
22289   11800  34.218569 -118.388662        CLL05239_9B_1       850
22290   47279  35.372227 -119.029056        CSL01100_3A_1      9820
22291  170075  34.042883 -117.238094        CSL02813_3B_1      9820
22292  170075  34.042883 -117.238094        CSL02813_3B_1      9820
22293   26333  33.901336 -118.374910      CLL02611_7A_2_E      9720
22294   12022  33.950846 -118.352019        CLL02441_7B_1      5780
22295  138812  34.072622 -118.283599        CLL02368_8C_1      2430
22296  138812  34.072622 -118.283599        CLL02368_8C_1      2430
22297   83841  33.855083 -118.386694        CLL02935_8A_1      2430
22298   25646  33.974440 -118.257780        CLL02471_8C_1      2430
22299   12038  33.874194 -118.281861        CLL02625_8A_1      2430
22300   12081  34.010850 -117.967528        CLL04256_8A_1      2430
22301   25646  33.974440 -118.257780        CLL02471_8B_1      2430
22302   25646  33.974440 -118.257780        CLL02471_8B_1      2430
22303  138812  34.072622 -118.283599        CLL02368_8B_1      2430
22304  138812  34.072622 -118.283599        CLL02368_8B_1      2430
22305   12160  33.981494 -118.203842        CLL02480_8B_1      2430
22306   12038  33.874194 -118.281861        CLL02625_8B_1      2430
22307   12022  33.950846 -118.352019        CLL02441_9B_1       850
22308   12022  33.950846 -118.352019        CLL02441_9B_1       850
22309   12022  33.950846 -118.352019        CLL02441_2B_1      1975
22310   12022  33.950846 -118.352019        CLL02441_2B_1      1975
22311   25646  33.974440 -118.257780        CLL02471_9A_1       850
22312   83841  33.855083 -118.386694        CLL22935_8B_1      2430
22313   12038  33.874194 -118.281861        CLL02625_8C_1      2430
22314   12081  34.010850 -117.967528        CLL04256_8C_1      2430
22315   12081  34.010850 -117.967528        CLL04256_8B_1      2430
22316   12032  33.793517 -118.328926        CLL22854_8C_1      2430
22317   12160  33.981494 -118.203842        CLL02480_8A_1      2430
22318   12160  33.981494 -118.203842        CLL02480_8A_1      2430
22319   12032  33.793517 -118.328926        CLL02854_8A_1      2430
22320  138812  34.072622 -118.283599        CLL02368_8A_1      2430
22321   12160  33.981494 -118.203842        CLL02480_8C_1      2430
22322   25646  33.974440 -118.257780        CLL02471_8A_1      2430
22323   12032  33.793517 -118.328926        CLL06355_8B_1      2430
22324   12556  34.412639 -119.848389        CSL01412_3B_1      9820
22325  172896  34.043630 -118.246880  CLL06626_R01_9Q_1_N       850
22326  172880  34.046760 -118.259500  CLL06629_R02_9Q_1_N       850
22327  172856  34.049390 -118.269780  CLL06642_R01_9Q_1_N       850
22328   13818  34.220167 -119.193889        CSL01503_3C_1      9820
22329   25764  33.867222 -117.890694        CLL23091_3C_1      9820
22330   25764  33.867222 -117.890694        CLL23091_3C_1      9820
22331   25764  33.867222 -117.890694        CLL23091_3C_1      9820
22332   27404  34.078861 -117.970250        CLL04246_3C_1      9820
22333   27404  34.078861 -117.970250        CLL04246_3C_1      9820
22334   12141  33.868614 -117.938799        CLL03099_3B_1      9820
22335   12141  33.868614 -117.938799        CLL03099_3B_1      9820
22336   12093  33.927917 -118.121694        CLL02647_3A_1      9820
22337   47356  33.915944 -117.228528        CSL04657_3A_1      9820
22338   12141  33.868614 -117.938799        CLL03099_3C_1      9820
22339   12352  34.068083 -117.589472        CSL04408_3C_1      9820
22340   12343  33.952833 -117.391500        CSL04503_3A_1      9820
22341   12343  33.952833 -117.391500        CSL24503_3C_1      9820
22342   12343  33.952833 -117.391500        CSL24503_3C_1      9820
22343  157985  34.097722 -117.665417        CSL02829_9B_1       850
22344   86948  34.246417 -119.258194        CSL21481_3B_1      9820
22345   14396  33.686357 -117.832187        CLL03451_3A_1      9820
22346   12038  33.874194 -118.281861      CLL02625_7B_2_E      9720
22347   47356  33.915944 -117.228528        CSL24657_3B_1      9820
22348  157985  34.097722 -117.665417        CSL02829_9A_1       850
22349   13818  34.220167 -119.193889        CSL01503_3B_1      9820
22350   40808  34.185405 -118.889791        CSL01656_3B_1      9820
22351   13818  34.220167 -119.193889        CSL01503_3A_1      9820
22352   13818  34.220167 -119.193889        CSL01503_3A_1      9820
22353   27404  34.078861 -117.970250        CLL04246_3A_1      9820
22354   14396  33.686357 -117.832187        CLL03451_3B_1      9820
22355   12038  33.874194 -118.281861      CLL02625_7C_2_E      9720
22356   12343  33.952833 -117.391500        CSL05194_3B_1      9820
22357   12343  33.952833 -117.391500        CSL05194_3B_1      9820
22358   12352  34.068083 -117.589472        CSL04408_3B_1      9820
22359   11999  33.745278 -118.405444        CLL02894_3A_1      9820
22360   12038  33.874194 -118.281861      CLL02625_7A_2_E      9720
22361   41148  33.914667 -117.458111        CSL24518_3B_1      9820
22362   41148  33.914667 -117.458111        CSL24518_3B_1      9820
22363   11999  33.745278 -118.405444        CLL22894_3C_1      9820
22364   40808  34.185389 -118.889744        CSL01656_3C_1      9820
22365  157985  34.097722 -117.665417        CSL02829_9C_1       850
22366   27404  34.078861 -117.970250        CLL04246_3B_1      9820
22367   14396  33.686357 -117.832187        CLL03451_3C_1      9820
22368   12457  33.620918 -117.927063        CLL03490_3A_1      9820
22369   47356  33.915944 -117.228528        CSL04657_3C_1      9820
22370   12338  33.883194 -117.531167        CSL24457_3B_1      9820
22371   25764  33.867222 -117.890694        CLL03091_3B_1      9820
22372   24331  33.852936 -118.133357        CLL02693_3C_1      9820
22373   24331  33.852936 -118.133357        CLL02693_3C_1      9820
22374   12062  33.843184 -118.263693        CLL02822_2A_1      1975
22375   51784  33.745417 -117.936833        CLL03407_2A_1      1975
22376   51784  33.745417 -117.936833        CLL03407_2A_1      1975
22377   51784  33.745417 -117.936833        CLL23407_2B_1      1975
22378   51784  33.745417 -117.936833        CLL03407_7A_1      5780
22379   51784  33.745417 -117.936833        CLL23407_7B_1      5780
22380   26391  33.307394 -117.324429        CAL00137_9C_1       700
22381   51784  33.745417 -117.936833        CLL03407_9A_1       850
22382   51784  33.745417 -117.936833        CLL03407_9C_1       850
22383   97724  34.111667 -118.290889        CLL05153_7C_1      5780
22384   26391  33.307394 -117.324429        CAL00137_7C_1      5780
22385  120547  34.050343 -118.384252        CLL25598_7B_1      5780
22386   51784  33.745417 -117.936833        CLL23407_9B_1       850
22387  100066  33.303838 -117.462706        CAL00703_9C_1       700
22388   51784  33.745417 -117.936833        CLL03407_2C_1      1975
22389   51784  33.745417 -117.936833        CLL03407_7C_1      5780
22390  100066  33.303838 -117.462706        CAL00703_7C_1      5780
22391   82434  34.385327 -118.544240        CLL01875_3C_1      9820
22392   17845  34.435238 -118.512129        CLL01882_3C_1      9820
22393   12105  34.071444 -117.888583        CLL24238_3A_1      9820
22394   25658  33.980639 -118.167111        CLL02493_3A_1      9820
22395    9556  35.370321 -118.968043        CSL01102_3B_1      9820
22396   15200  32.730844 -117.159784        CAL05013_8B_1      2435
22397   82434  34.385327 -118.544240        CLL01875_3B_1      9820
22398   25658  33.980639 -118.167111        CLL22493_3B_1      9820
22399   25658  33.980639 -118.167111        CLL22493_3B_1      9820
22400   12503  34.155337 -118.825263        CSL21686_3B_1      9820
22401   12503  34.155337 -118.825263        CSL00099_3C_1      9820
22402   17845  34.435238 -118.512129        CLL01882_3B_1      9820
22403   15200  32.730844 -117.159784        CAL00013_8A_1      2435
22404   12503  34.155337 -118.825263        CSL01686_3A_1      9820
22405   48062  33.527748 -117.159581      CSL04945_7C_2_E      9720
22406   50906  34.055980 -117.805270        CLL04287_9C_1       850
22407   25789  33.776889 -117.945833        CLL03255_9B_1       850
22408  135860  33.674475 -117.797467        CLL03138_9B_1       850
22409   12577  34.413982 -119.689937      CSL01443_7C_2_E      9720
22410   12047  33.805389 -118.143278      CLL03277_7A_2_E      9720
22411   46879  34.145353 -118.158376        CLL08684_7C_1      5780
22412   12100  34.143361 -118.250361        CLL25037_8B_1      2430
22413   11811  34.182111 -118.461556        CLL05263_9C_1       850
22414   11982  33.901250 -118.221556        CLL02638_2C_1      1975
22415  135860  33.674475 -117.797467        CLL03138_9A_1       850
22416  135860  33.674475 -117.797467        CLL03138_9A_1       850
22417   44827  35.063278 -120.597444        CSL01317_9B_1       800
22418   11727  34.032639 -118.389833        CLL02410_2A_1      1975
22419   86524  34.429806 -119.873861        CSL01405_9C_1       875
22420   51201  34.120750 -118.659528        CLL02043_9B_1       850
22421   25789  33.776889 -117.945833        CLL03255_7B_1      5780
22422   50977  35.288667 -117.968194        CSL01048_9C_1      1125
22423   43168  34.229750 -118.475417        CLL05232_9B_1       850
22424  172322  34.196130 -118.138650  CLL06651_R01_9Q_1_N       850
22425   12046  33.971139 -118.358361        CLL02440_2C_1      1975
22426   12046  33.971139 -118.358361        CLL02440_2C_1      1975
22427  170075  34.042883 -117.238094        CSL02813_9C_1       850
22428   12577  34.413982 -119.689937      CSL01443_7B_2_E      9720
22429   12556  34.412639 -119.848389        CSL01412_9B_1       875
22430   12048  33.928963 -118.274555        CLL02632_8A_1      2430
22431   12048  33.928963 -118.274555        CLL02632_8A_1      2430
22432   12048  33.928963 -118.274555        CLL02632_8C_1      2430
22433   12048  33.928963 -118.274555        CLL02632_8C_1      2430
22434   36500  34.250111 -118.404167        CLL05222_9C_1       850
22435   36500  34.250111 -118.404167        CLL05222_9C_1       850
22436   12010  33.804064 -118.290118      CLL02830_7A_2_E      9720
22437   12010  33.804064 -118.290118      CLL02830_7A_2_E      9720
22438   93849  33.514722 -117.756500        CLL03872_9B_1       850
22439  118849  34.083889 -118.365556      CLL05328_7C_2_E      9720
22440   50906  34.055980 -117.805270        CLL04287_9B_1       850
22441   11886  34.023778 -118.460917      CLL02257_7C_2_E      9720
22442   12093  33.927917 -118.121694        CLL02647_8A_1      2430
22443   12010  33.804064 -118.290118        CLL02830_8A_1      2430
22444  133874  34.279500 -119.280056        CSL26405_7B_1      5780
22445   88468  35.262230 -120.697842        CSL02687_7C_1      5780
22446   83846  34.287889 -118.501778        CLL01896_9A_1       850
22447   26391  33.307394 -117.324429        CAL00137_2C_1      2200
22448   12004  33.831360 -118.207880        CLL02676_8A_1      2430
22449  100066  33.303838 -117.462706        CAL00703_2B_1      2200
22450   50977  35.288667 -117.968194        CSL01048_9B_1      1125
22451   11811  34.182111 -118.461556        CLL05263_2C_1      1975
22452   11811  34.182111 -118.461556        CLL05263_2C_1      1975
22453   47052  35.385531 -119.107642      CSL06300_7C_2_E      9720
22454   46879  34.145495 -118.158356        CLL08684_3C_1      9820
22455    9529  35.163722 -119.431778        CSL21142_9B_2       775
22456   97767  33.488731 -117.695556        CLL03932_9A_1       850
22457   85377  34.267611 -119.247694        CSL01482_8A_1      2454
22458   85147  34.686972 -118.135861      CLL01824_7C_2_E      9720
22459  100066  33.303838 -117.462706        CAL00703_2C_1      2200
22460   12012  33.889361 -118.394222        CLL02608_2B_1      1975
22461   43168  34.229750 -118.475417        CLL05232_9C_1       850
22462   43168  34.229750 -118.475417        CLL05232_9C_1       850
22463   25646  33.974440 -118.257780      CLL02471_7C_2_E      9720
22464   12035  33.930628 -118.325333        CLL02630_8C_1      2430
22465   83841  33.855083 -118.386694        CLL06360_8C_1      2430
22466   11811  34.182111 -118.461556        CLL05263_2A_1      1975
22467   11800  34.218569 -118.388662        CLL05239_2B_1      1975
22468   12022  33.950846 -118.352019      CLL02441_7A_2_E      9720
22469   50977  35.288667 -117.968194        CSL01048_9A_1      1125
22470   12533  34.167167 -118.952333        CSL01665_9A_1       850
22471   88497  34.109667 -117.622694        CSL06060_2B_1      1975
22472   26956  33.700031 -117.843178      CLL03668_7A_2_E      9720
22473   88468  35.262230 -120.697842        CSL02687_2C_1      2000
22474   47948  35.014400 -117.661700        CSL01816_9A_1      1125
22475   11980  33.889056 -118.362306      CLL02614_7C_2_E      9720
