

SubNetwork,MeContext,ManagedElement,ENodeBFunction,EUtranCellFDD,EUtranFreqRelation
NodeId	ENodeBFunctionId	EUtranCellFDDId	EUtranFreqRelationId	anrMeasOn	cellReselectionPriority	connectedModeMobilityPrio	interFreqMeasType	qOffsetFreq	qRxLevMin	threshXHighQ	threshXLow	threshXLowQ	voicePrio
CSL00002R	1	CSL00002_3B_1	1125	true	3	4	EVENT_A3	0	-122	12	6	12	5
CSL00002R	1	CSL00002_3B_1	5780	true	2	2	EVENT_A3	-6	-122	18	6	12	0
CSL00002R	1	CSL00002_3B_1	775	true	3	4	EVENT_A3	0	-122	12	6	12	5
CSL00002R	1	CSL00002_3B_1	9820	true	5	5	EVENT_A3	0	-122	18	6	14	5
CSL00002R	1	CSL00002_7B_1	1125	true	4	1	EVENT_A3	0	-122	18	6	14	5
CSL00002R	1	CSL00002_7B_1	5780	true	2	5	EVENT_A3	0	-122	18	6	14	5
CSL00002R	1	CSL00002_7B_1	775	true	4	1	EVENT_A3	0	-122	18	6	14	5
CSL00002R	1	CSL00002_7B_1	9820	true	3	1	EVENT_A3	0	-122	18	6	14	5
CSL00002R	1	CSL00002_9B_1	1125	true	3	5	EVENT_A3	0	-122	18	6	22	5
CSL00002R	1	CSL00002_9B_1	5780	true	2	1	EVENT_A3	-4	-122	18	6	12	0
CSL00002R	1	CSL00002_9B_1	775	true	3	1	EVENT_A3	0	-122	18	6	22	5
CSL00002R	1	CSL00002_9B_1	9820	true	3	1	EVENT_A3	0	-122	14	6	14	5
CSL00002R	1	CSL00002_9B_2	1125	true	3	1	EVENT_A3	0	-122	18	6	22	5
CSL00002R	1	CSL00002_9B_2	5780	true	2	1	EVENT_A3	-4	-122	18	6	12	0
CSL00002R	1	CSL00002_9B_2	775	true	3	5	EVENT_A3	0	-122	18	6	22	5
CSL00002R	1	CSL00002_9B_2	9820	true	3	1	EVENT_A3	0	-122	14	6	14	5
CSL00003R	1	CSL00003_3C_1	1125	true	3	4	EVENT_A3	2	-122	12	6	12	5
CSL00003R	1	CSL00003_3C_1	5780	true	2	2	EVENT_A3	-2	-122	18	6	12	0
CSL00003R	1	CSL00003_3C_1	775	true	3	4	EVENT_A3	0	-122	12	6	12	5
CSL00003R	1	CSL00003_3C_1	9820	true	5	5	EVENT_A3	0	-122	18	6	14	5
CSL00003R	1	CSL00003_7C_1	1125	true	4	1	EVENT_A3	0	-122	18	6	14	5
CSL00003R	1	CSL00003_7C_1	5780	true	2	5	EVENT_A3	0	-122	18	6	14	5
CSL00003R	1	CSL00003_7C_1	775	true	4	1	EVENT_A3	0	-122	18	6	14	5
CSL00003R	1	CSL00003_7C_1	9820	true	5	1	EVENT_A3	0	-122	18	6	14	5
CSL00003R	1	CSL00003_9C_1	1125	true	3	5	EVENT_A3	0	-122	18	6	22	5
CSL00003R	1	CSL00003_9C_1	5780	true	2	1	EVENT_A3	-4	-122	18	6	12	0
CSL00003R	1	CSL00003_9C_1	775	true	3	1	EVENT_A3	-2	-122	18	6	22	5
CSL00003R	1	CSL00003_9C_1	9820	true	5	1	EVENT_A3	-2	-122	14	6	14	5
CSL00003R	1	CSL00003_9C_2	1125	true	3	1	EVENT_A3	2	-122	18	6	22	5
CSL00003R	1	CSL00003_9C_2	5780	true	2	1	EVENT_A3	-4	-122	18	6	12	0
CSL00003R	1	CSL00003_9C_2	775	true	3	5	EVENT_A3	0	-122	18	6	22	5
CSL00003R	1	CSL00003_9C_2	9820	true	5	1	EVENT_A3	0	-122	14	6	14	5
CSL00004	1	CSL00004_2R_1_DB	1975	true	3	5	EVENT_A5	0	-122	18	0	14	5
CSL00004	1	CSL00004_2R_1_DB	850	true	3	-1	EVENT_A5	0	-122	18	6	22	5
CSL00004	1	CSL00004_2S_1_DB	1975	true	3	5	EVENT_A5	0	-122	18	0	14	5
CSL00005	1	CSL00005_2R_1_DB	1	true	3	5	EVENT_A5	0	-122	18	0	14	5
CSL00005	1	CSL00005_2R_1_DB	5780	true	3	1	EVENT_A5	0	-122	2	0	12	0
CSL00005	1	CSL00005_2R_1_DB	850	true	3	-1	EVENT_A5	0	-122	18	6	22	5
CSL00005	1	CSL00005_2S_1_DB	1	true	3	5	EVENT_A5	0	-122	18	0	14	5
CSL00005	1	CSL00005_2S_1_DB	5780	true	3	1	EVENT_A5	0	-122	2	0	12	0
CSL00005	1	CSL00005_2S_1_DB	850	true	3	-1	EVENT_A5	0	-122	18	6	22	5
CSL00005	1	CSL00005_2T_1_DB	1	true	3	5	EVENT_A5	0	-122	18	0	14	5
CSL00005	1	CSL00005_2T_1_DB	5780	true	3	1	EVENT_A5	0	-122	2	0	12	0
CSL00005	1	CSL00005_2T_1_DB	850	true	3	-1	EVENT_A5	0	-122	18	6	22	5
CSL00011R	1	CSL00011_3C_1	5330	true	1	-1	EVENT_A5	0	-122	14	6	14	-1
CSL00011R	1	CSL00011_3C_1	9820	true	5	5	EVENT_A3	0	-122	18	6	14	5
CSL00011R	1	CSL00011_7C_1	1125	true	4	1	EVENT_A3	0	-122	18	6	14	5
CSL00011R	1	CSL00011_7C_1	2454	true	1	5	EVENT_A3	0	-122	2	6	0	-1
CSL00011R	1	CSL00011_7C_1	5330	true	1	1	EVENT_A5	0	-122	2	6	0	5
CSL00011R	1	CSL00011_7C_1	5780	true	2	5	EVENT_A3	0	-122	18	6	14	5
CSL00011R	1	CSL00011_7C_1	775	true	4	1	EVENT_A3	0	-122	18	6	14	5
CSL00011R	1	CSL00011_7C_1	9820	true	5	1	EVENT_A3	0	-122	18	6	14	5
CSL00011R	1	CSL00011_9C_1	1125	true	3	5	EVENT_A3	0	-122	18	6	22	5
CSL00011R	1	CSL00011_9C_1	5330	true	1	-1	EVENT_A5	0	-122	2	6	0	-1
CSL00011R	1	CSL00011_9C_1	5780	true	2	1	EVENT_A3	0	-122	18	6	12	0
CSL00011R	1	CSL00011_9C_1	775	true	3	1	EVENT_A3	-4	-122	18	6	22	5
CSL00011R	1	CSL00011_9C_1	9820	true	5	1	EVENT_A3	0	-122	14	6	14	5
CSL00011R	1	CSL00011_9C_2	1125	true	3	1	EVENT_A3	4	-122	18	6	22	5
CSL00011R	1	CSL00011_9C_2	5330	true	1	-1	EVENT_A5	0	-122	2	6	0	-1
CSL00011R	1	CSL00011_9C_2	5780	true	2	1	EVENT_A3	0	-122	18	6	12	0
CSL00011R	1	CSL00011_9C_2	775	true	3	5	EVENT_A3	0	-122	18	6	22	5
CSL00011R	1	CSL00011_9C_2	9820	true	5	1	EVENT_A3	4	-122	14	6	14	5
CSL00012R	1	CSL00012_3C_1	1125	true	3	4	EVENT_A3	0	-122	12	6	12	5
CSL00012R	1	CSL00012_3C_1	5780	true	2	2	EVENT_A3	-6	-122	18	6	12	0
CSL00012R	1	CSL00012_3C_1	775	true	3	4	EVENT_A3	0	-122	12	6	12	5
CSL00012R	1	CSL00012_3C_1	9820	true	5	5	EVENT_A3	0	-122	18	6	14	5
CSL00012R	1	CSL00012_7C_1	1125	true	4	1	EVENT_A3	0	-122	18	6	14	5
CSL00012R	1	CSL00012_7C_1	5780	true	2	5	EVENT_A3	0	-122	18	6	14	5
CSL00012R	1	CSL00012_7C_1	775	true	4	1	EVENT_A3	0	-122	18	6	14	5
CSL00012R	1	CSL00012_7C_1	9820	true	5	1	EVENT_A3	0	-122	18	6	14	5
CSL00012R	1	CSL00012_9C_1	1125	true	3	5	EVENT_A3	0	-122	18	6	22	5
CSL00012R	1	CSL00012_9C_1	5780	true	2	1	EVENT_A3	-4	-122	18	6	12	0
CSL00012R	1	CSL00012_9C_1	775	true	3	1	EVENT_A3	0	-122	18	6	22	5
CSL00012R	1	CSL00012_9C_1	9820	true	5	1	EVENT_A3	0	-122	14	6	14	5
CSL00012R	1	CSL00012_9C_2	1125	true	3	1	EVENT_A3	0	-122	18	6	14	5
CSL00012R	1	CSL00012_9C_2	5780	true	2	1	EVENT_A3	-4	-122	18	6	12	0
CSL00012R	1	CSL00012_9C_2	775	true	3	5	EVENT_A3	0	-122	18	6	14	5
CSL00012R	1	CSL00012_9C_2	9820	true	5	1	EVENT_A3	0	-122	14	6	14	5
CSL00014R	1	CSL00014_3C_1	1125	true	3	4	EVENT_A3	0	-122	12	6	12	5
CSL00014R	1	CSL00014_3C_1	5780	true	2	2	EVENT_A3	-6	-122	18	6	12	0
CSL00014R	1	CSL00014_3C_1	775	true	3	4	EVENT_A3	0	-122	12	6	12	5
CSL00014R	1	CSL00014_3C_1	9820	true	5	5	EVENT_A3	0	-122	18	6	14	5
CSL00014R	1	CSL00014_7C_1	1125	true	4	1	EVENT_A3	0	-122	18	6	14	5
CSL00014R	1	CSL00014_7C_1	5780	true	2	5	EVENT_A3	0	-122	18	6	14	5
CSL00014R	1	CSL00014_7C_1	9820	true	5	1	EVENT_A3	0	-122	18	6	14	5
CSL00014R	1	CSL00014_9C_1	1125	true	3	5	EVENT_A3	0	-122	18	6	22	5
CSL00014R	1	CSL00014_9C_1	5780	true	2	1	EVENT_A3	-4	-122	18	6	12	0
CSL00014R	1	CSL00014_9C_1	775	true	3	1	EVENT_A3	0	-122	18	6	22	5
CSL00014R	1	CSL00014_9C_1	9820	true	5	1	EVENT_A3	0	-122	14	6	14	5
CSL00014R	1	CSL00014_9C_2	1125	true	3	1	EVENT_A3	0	-122	18	6	22	5
CSL00014R	1	CSL00014_9C_2	5780	true	2	1	EVENT_A3	-4	-122	18	6	12	0
CSL00014R	1	CSL00014_9C_2	775	true	3	5	EVENT_A3	0	-122	18	6	22	5
CSL00014R	1	CSL00014_9C_2	9820	true	5	1	EVENT_A3	0	-122	14	6	14	5
CSL00017R	1	CSL00017_3C_1	1125	true	3	4	EVENT_A3	0	-122	12	6	12	5
CSL00017R	1	CSL00017_3C_1	5780	true	2	2	EVENT_A3	-6	-122	18	6	12	0
CSL00017R	1	CSL00017_3C_1	775	true	3	4	EVENT_A3	0	-122	12	6	12	5
CSL00017R	1	CSL00017_3C_1	9820	true	5	5	EVENT_A3	0	-122	18	6	14	5
CSL00017R	1	CSL00017_7C_1	1125	true	4	1	EVENT_A3	0	-122	18	6	14	5
CSL00017R	1	CSL00017_7C_1	5780	true	2	5	EVENT_A3	0	-122	18	6	14	5
CSL00017R	1	CSL00017_7C_1	775	true	4	1	EVENT_A3	0	-122	18	6	14	5
CSL00017R	1	CSL00017_7C_1	9820	true	5	1	EVENT_A3	0	-122	18	6	14	5
CSL00017R	1	CSL00017_9C_1	1125	true	3	5	EVENT_A3	0	-122	18	6	22	5
CSL00017R	1	CSL00017_9C_1	5780	true	2	1	EVENT_A3	-4	-122	18	6	12	0
CSL00017R	1	CSL00017_9C_1	775	true	3	1	EVENT_A3	0	-122	18	6	22	5
CSL00017R	1	CSL00017_9C_1	9820	true	5	1	EVENT_A3	0	-122	14	6	14	5
CSL00017R	1	CSL00017_9C_2	1125	true	3	1	EVENT_A3	0	-122	18	6	22	5
CSL00017R	1	CSL00017_9C_2	5780	true	2	1	EVENT_A3	-4	-122	18	6	12	0
CSL00017R	1	CSL00017_9C_2	775	true	3	5	EVENT_A3	0	-122	18	6	22	5
CSL00017R	1	CSL00017_9C_2	9820	true	5	1	EVENT_A3	0	-122	14	6	14	5
CSL00019R	1	CSL00019_3B_1	1125	true	3	4	EVENT_A3	0	-122	12	6	12	5
CSL00019R	1	CSL00019_3B_1	5780	true	2	2	EVENT_A3	-6	-122	18	6	12	0
CSL00019R	1	CSL00019_3B_1	775	true	3	4	EVENT_A3	0	-122	12	6	12	5
CSL00019R	1	CSL00019_3B_1	9820	true	5	5	EVENT_A3	0	-122	18	6	14	5
CSL00019R	1	CSL00019_7B_1	1125	true	4	1	EVENT_A3	0	-122	18	6	14	5
CSL00019R	1	CSL00019_7B_1	5780	true	2	5	EVENT_A3	0	-122	18	6	14	5
CSL00019R	1	CSL00019_7B_1	775	true	4	1	EVENT_A3	0	-122	2	6	0	5
CSL00019R	1	CSL00019_7B_1	9820	true	5	1	EVENT_A3	0	-122	18	6	14	5
CSL00019R	1	CSL00019_9B_1	1125	true	3	5	EVENT_A3	0	-122	18	6	22	5
CSL00019R	1	CSL00019_9B_1	5780	true	2	1	EVENT_A3	-4	-122	18	6	12	0
CSL00019R	1	CSL00019_9B_1	775	true	3	1	EVENT_A3	0	-122	14	6	22	5
CSL00019R	1	CSL00019_9B_1	9820	true	5	1	EVENT_A3	0	-122	14	6	14	5
CSL00022R	1	CSL00022_3C_1	1125	true	3	4	EVENT_A3	3	-122	12	6	12	5
CSL00022R	1	CSL00022_3C_1	5780	true	2	2	EVENT_A3	-4	-122	18	6	12	0
CSL00022R	1	CSL00022_3C_1	775	true	3	4	EVENT_A3	3	-122	12	6	12	5
CSL00022R	1	CSL00022_3C_1	9820	true	5	5	EVENT_A3	0	-122	18	6	14	5
CSL00022R	1	CSL00022_7C_1	1125	true	4	1	EVENT_A3	0	-122	18	6	14	5
CSL00022R	1	CSL00022_7C_1	5780	true	2	5	EVENT_A3	0	-122	18	6	14	5
CSL00022R	1	CSL00022_7C_1	775	true	4	1	EVENT_A3	0	-122	18	6	14	5
CSL00022R	1	CSL00022_7C_1	9820	true	5	1	EVENT_A3	0	-122	18	6	14	5
CSL00022R	1	CSL00022_9C_1	1125	true	3	5	EVENT_A3	0	-122	18	6	22	5
CSL00022R	1	CSL00022_9C_1	5780	true	2	1	EVENT_A3	-4	-122	18	6	12	0
CSL00022R	1	CSL00022_9C_1	775	true	3	1	EVENT_A3	-3	-122	18	6	22	5
CSL00022R	1	CSL00022_9C_1	9820	true	5	1	EVENT_A3	-2	-122	14	6	14	5
CSL00022R	1	CSL00022_9C_2	1125	true	3	1	EVENT_A3	3	-122	18	6	22	5
CSL00022R	1	CSL00022_9C_2	5780	true	2	1	EVENT_A3	-4	-122	18	6	12	0
CSL00022R	1	CSL00022_9C_2	775	true	3	5	EVENT_A3	0	-122	18	6	22	5
CSL00022R	1	CSL00022_9C_2	9820	true	5	1	EVENT_A3	-3	-122	14	6	14	5
CSL00023R	1	CSL00023_3C_1	1125	true	3	4	EVENT_A3	0	-122	12	6	12	5
CSL00023R	1	CSL00023_3C_1	775	true	3	4	EVENT_A3	0	-122	12	6	12	5
CSL00023R	1	CSL00023_3C_1	9820	true	5	5	EVENT_A3	0	-122	18	6	14	5
CSL00023R	1	CSL00023_7C_1	1125	true	4	1	EVENT_A3	0	-122	18	6	14	5
CSL00023R	1	CSL00023_7C_1	5780	true	2	5	EVENT_A3	0	-122	18	6	14	5
CSL00023R	1	CSL00023_7C_1	775	true	4	1	EVENT_A3	0	-122	18	6	14	5
CSL00023R	1	CSL00023_7C_1	9820	true	5	1	EVENT_A3	0	-122	18	6	14	5
CSL00023R	1	CSL00023_9C_1	1125	true	3	5	EVENT_A3	0	-122	18	6	22	5
CSL00023R	1	CSL00023_9C_1	5780	true	2	1	EVENT_A3	-4	-122	18	6	12	0
CSL00023R	1	CSL00023_9C_1	775	true	3	1	EVENT_A3	0	-122	18	6	22	5
CSL00023R	1	CSL00023_9C_1	9820	true	5	1	EVENT_A3	0	-122	14	6	14	5
CSL00023R	1	CSL00023_9C_2	1125	true	3	1	EVENT_A3	0	-122	18	6	22	5
CSL00023R	1	CSL00023_9C_2	5780	true	2	1	EVENT_A3	-4	-122	18	6	12	0
CSL00023R	1	CSL00023_9C_2	775	true	3	5	EVENT_A3	0	-122	18	6	22	5
CSL00023R	1	CSL00023_9C_2	9820	true	5	1	EVENT_A3	0	-122	14	6	14	5
CSL00024R	1	CSL00024_3C_1	1125	true	3	4	EVENT_A3	0	-122	12	6	12	5
CSL00024R	1	CSL00024_3C_1	5330	true	1	-1	EVENT_A5	0	-122	14	6	14	-1
CSL00024R	1	CSL00024_3C_1	775	true	3	4	EVENT_A3	0	-122	12	6	12	5
CSL00024R	1	CSL00024_3C_1	9820	true	5	5	EVENT_A3	0	-122	18	6	14	5
CSL00024R	1	CSL00024_7C_1	1125	true	4	1	EVENT_A3	0	-122	18	6	14	5
CSL00024R	1	CSL00024_7C_1	2454	true	1	5	EVENT_A3	0	-122	2	6	0	-1
CSL00024R	1	CSL00024_7C_1	5330	true	1	1	EVENT_A5	0	-122	2	6	0	5
CSL00024R	1	CSL00024_7C_1	5780	true	2	5	EVENT_A3	0	-122	18	6	14	5
CSL00024R	1	CSL00024_7C_1	775	true	4	1	EVENT_A3	0	-122	18	6	14	5
CSL00024R	1	CSL00024_7C_1	9820	true	5	1	EVENT_A3	0	-122	18	6	14	5
CSL00024R	1	CSL00024_9C_1	1125	true	3	5	EVENT_A3	0	-122	18	6	22	5
CSL00024R	1	CSL00024_9C_1	2454	true	1	1	EVENT_A3	0	-122	2	6	0	-1
CSL00024R	1	CSL00024_9C_1	5330	true	1	-1	EVENT_A5	0	-122	2	6	0	-1
CSL00024R	1	CSL00024_9C_1	5780	true	2	1	EVENT_A3	-4	-122	18	6	12	0
CSL00024R	1	CSL00024_9C_1	775	true	3	1	EVENT_A3	0	-122	18	6	22	5
CSL00024R	1	CSL00024_9C_1	9820	true	5	1	EVENT_A3	0	-122	14	6	14	5
CSL00024R	1	CSL00024_9C_2	1125	true	3	1	EVENT_A3	0	-122	18	6	22	5
CSL00024R	1	CSL00024_9C_2	2454	true	1	1	EVENT_A3	0	-122	2	6	0	-1
CSL00024R	1	CSL00024_9C_2	5330	true	1	-1	EVENT_A5	0	-122	2	6	0	-1
CSL00024R	1	CSL00024_9C_2	5780	true	2	1	EVENT_A3	-4	-122	18	6	12	0
CSL00024R	1	CSL00024_9C_2	775	true	3	5	EVENT_A3	0	-122	18	6	22	5
CSL00024R	1	CSL00024_9C_2	9820	true	5	1	EVENT_A3	0	-122	14	6	14	5
CSL00025R	1	CSL00025_3C_1	1125	true	3	4	EVENT_A3	0	-122	12	6	12	5
CSL00025R	1	CSL00025_3C_1	5780	true	2	2	EVENT_A3	-6	-122	18	6	12	0
CSL00025R	1	CSL00025_3C_1	775	true	3	4	EVENT_A3	0	-122	12	6	12	5
CSL00025R	1	CSL00025_3C_1	9820	true	5	5	EVENT_A3	0	-122	18	6	14	5
CSL00025R	1	CSL00025_7C_1	1125	true	4	1	EVENT_A3	-4	-122	18	6	14	5
CSL00025R	1	CSL00025_7C_1	5780	true	2	5	EVENT_A3	0	-122	18	6	14	5
CSL00025R	1	CSL00025_7C_1	775	true	4	1	EVENT_A3	-4	-122	18	6	14	5
CSL00025R	1	CSL00025_7C_1	9820	true	5	1	EVENT_A3	0	-122	18	6	14	5
CSL00025R	1	CSL00025_9C_1	1125	true	3	5	EVENT_A3	0	-122	18	6	22	5
CSL00025R	1	CSL00025_9C_1	5780	true	2	1	EVENT_A3	-4	-122	18	6	12	0
CSL00025R	1	CSL00025_9C_1	775	true	3	1	EVENT_A3	0	-122	18	6	22	5
CSL00025R	1	CSL00025_9C_1	9820	true	5	1	EVENT_A3	0	-122	14	6	14	5
CSL00025R	1	CSL00025_9C_2	1125	true	3	1	EVENT_A3	0	-122	18	6	22	5
CSL00025R	1	CSL00025_9C_2	5780	true	2	1	EVENT_A3	-4	-122	18	6	12	0
CSL00025R	1	CSL00025_9C_2	775	true	3	5	EVENT_A3	0	-122	18	6	22	5
CSL00025R	1	CSL00025_9C_2	9820	true	5	1	EVENT_A3	0	-122	14	6	14	5
CSL00027R	1	CSL00027_3C_1	1125	true	3	4	EVENT_A3	0	-122	12	6	12	5
CSL00027R	1	CSL00027_3C_1	775	true	3	4	EVENT_A3	-5	-122	12	6	12	5
CSL00027R	1	CSL00027_3C_1	9820	true	5	5	EVENT_A3	0	-122	18	6	14	5
CSL00027R	1	CSL00027_7C_1	1125	true	4	1	EVENT_A3	0	-122	18	6	14	5
CSL00027R	1	CSL00027_7C_1	5780	true	2	5	EVENT_A3	0	-122	18	6	14	5
CSL00027R	1	CSL00027_7C_1	775	true	4	1	EVENT_A3	0	-122	18	6	14	5
CSL00027R	1	CSL00027_7C_1	9820	true	5	1	EVENT_A3	0	-122	18	6	14	5
CSL00027R	1	CSL00027_9C_1	1125	true	3	5	EVENT_A3	0	-122	18	6	22	5
CSL00027R	1	CSL00027_9C_1	5780	true	2	1	EVENT_A3	-4	-122	18	6	12	0
CSL00027R	1	CSL00027_9C_1	775	true	3	1	EVENT_A3	-4	-122	18	6	22	5
CSL00027R	1	CSL00027_9C_1	9820	true	5	1	EVENT_A3	0	-122	14	6	14	5
CSL00027R	1	CSL00027_9C_2	1125	true	3	1	EVENT_A3	0	-122	18	6	22	5
CSL00027R	1	CSL00027_9C_2	5780	true	2	1	EVENT_A3	-4	-122	18	6	12	0
CSL00027R	1	CSL00027_9C_2	775	true	3	5	EVENT_A3	0	-122	18	6	22	5
CSL00027R	1	CSL00027_9C_2	9820	true	5	1	EVENT_A3	0	-122	14	6	14	5
CSL00029R	1	CSL00029_2B_2	66986	false	1	-1	EVENT_A5	0	-122	2	6	14	-1
CSL00029R	1	CSL00029_3B_1	1125	true	3	4	EVENT_A3	0	-122	12	6	12	5
CSL00029R	1	CSL00029_3B_1	2454	true	1	2	EVENT_A3	0	-122	2	6	16	0
CSL00029R	1	CSL00029_3B_1	5330	true	1	-1	EVENT_A5	0	-122	14	6	14	-1
CSL00029R	1	CSL00029_3B_1	5780	true	2	2	EVENT_A3	-6	-122	2	6	12	0
CSL00029R	1	CSL00029_3B_1	66986	false	1	-1	EVENT_A5	0	-122	2	6	14	-1
CSL00029R	1	CSL00029_3B_1	775	true	3	4	EVENT_A3	0	-122	12	6	12	5
CSL00029R	1	CSL00029_3B_1	9720	false	1	-1	EVENT_A5	0	-122	2	6	14	-1
CSL00029R	1	CSL00029_3B_1	9820	true	5	5	EVENT_A3	0	-122	2	6	0	5
CSL00029R	1	CSL00029_7B_1	1125	true	4	1	EVENT_A3	0	-122	2	6	0	5
CSL00029R	1	CSL00029_7B_1	2454	true	1	5	EVENT_A3	0	-122	2	6	0	0
CSL00029R	1	CSL00029_7B_1	5330	true	1	1	EVENT_A5	0	-122	2	6	14	5
CSL00029R	1	CSL00029_7B_1	5780	true	2	1	EVENT_A3	0	-122	2	6	0	5
CSL00029R	1	CSL00029_7B_1	66986	false	1	-1	EVENT_A5	0	-122	2	6	14	-1
CSL00029R	1	CSL00029_7B_1	775	true	4	1	EVENT_A3	0	-122	2	6	0	5
CSL00029R	1	CSL00029_7B_1	9820	true	5	1	EVENT_A3	0	-122	2	6	0	5
CSL00029R	1	CSL00029_7B_2_E	9720	false	1	-1	EVENT_A5	0	-122	2	6	14	-1
CSL00029R	1	CSL00029_7B_3_F	1125	true	4	-1	EVENT_A3	0	-122	2	6	14	-1
CSL00029R	1	CSL00029_7B_3_F	2454	true	1	-1	EVENT_A3	0	-122	2	6	14	-1
CSL00029R	1	CSL00029_7B_3_F	5330	true	1	5	EVENT_A5	0	-122	2	6	14	5
CSL00029R	1	CSL00029_7B_3_F	5780	true	2	1	EVENT_A3	0	-122	2	6	14	5
CSL00029R	1	CSL00029_7B_3_F	66986	false	1	-1	EVENT_A5	0	-122	2	6	14	-1
CSL00029R	1	CSL00029_7B_3_F	775	true	4	-1	EVENT_A3	0	-122	2	6	14	-1
CSL00029R	1	CSL00029_8B_1	1125	true	3	-1	EVENT_A3	0	-122	18	6	22	5
CSL00029R	1	CSL00029_8B_1	2454	true	1	5	EVENT_A3	0	-122	18	6	22	5
CSL00029R	1	CSL00029_8B_1	5330	true	1	1	EVENT_A5	0	-122	2	6	14	5
CSL00029R	1	CSL00029_8B_1	5780	true	3	1	EVENT_A3	-4	-122	2	6	12	0
CSL00029R	1	CSL00029_8B_1	66986	false	1	-1	EVENT_A5	0	-122	2	6	14	-1
CSL00029R	1	CSL00029_8B_1	775	true	3	-1	EVENT_A3	0	-122	18	6	22	5
CSL00029R	1	CSL00029_8B_1	9820	true	4	-1	EVENT_A3	0	-122	14	6	0	5
CSL00029R	1	CSL00029_9B_1	1125	true	3	5	EVENT_A3	0	-122	18	6	22	5
CSL00029R	1	CSL00029_9B_1	2454	true	1	1	EVENT_A3	0	-122	18	6	22	0
CSL00029R	1	CSL00029_9B_1	5330	true	1	-1	EVENT_A5	0	-122	2	6	14	-1
CSL00029R	1	CSL00029_9B_1	5780	true	2	1	EVENT_A3	-4	-122	2	6	12	0
CSL00029R	1	CSL00029_9B_1	66986	false	1	-1	EVENT_A5	0	-122	2	6	14	-1
CSL00029R	1	CSL00029_9B_1	775	true	3	1	EVENT_A3	0	-122	18	6	22	5
CSL00029R	1	CSL00029_9B_1	9720	false	1	-1	EVENT_A5	0	-122	2	6	14	-1
CSL00029R	1	CSL00029_9B_1	9820	true	5	1	EVENT_A3	0	-122	14	6	0	5
CSL00029R	1	CSL00029_9B_2	1125	true	3	1	EVENT_A3	0	-122	18	6	22	5
CSL00029R	1	CSL00029_9B_2	2454	true	1	1	EVENT_A3	0	-122	18	6	22	0
CSL00029R	1	CSL00029_9B_2	5330	true	1	-1	EVENT_A5	0	-122	2	6	14	-1
CSL00029R	1	CSL00029_9B_2	5780	true	2	1	EVENT_A3	-4	-122	2	6	12	0
CSL00029R	1	CSL00029_9B_2	66986	false	1	-1	EVENT_A5	0	-122	2	6	14	-1
CSL00029R	1	CSL00029_9B_2	775	true	3	5	EVENT_A3	0	-122	18	6	22	5
CSL00029R	1	CSL00029_9B_2	9720	false	1	-1	EVENT_A5	0	-122	2	6	14	-1
CSL00029R	1	CSL00029_9B_2	9820	true	5	1	EVENT_A3	0	-122	14	6	0	5
CSL00032R	1	CSL00032_7C_1	1125	true	4	1	EVENT_A3	5	-122	18	6	14	5
CSL00032R	1	CSL00032_7C_1	2200	true	3	1	EVENT_A3	0	-122	18	0	14	5
CSL00032R	1	CSL00032_7C_1	5780	true	2	5	EVENT_A3	0	-122	18	6	14	5
CSL00032R	1	CSL00032_7C_1	775	true	4	1	EVENT_A3	3	-122	18	6	14	5
CSL00032R	1	CSL00032_7C_1	850	true	4	1	EVENT_A3	0	-122	18	0	14	5
CSL00032R	1	CSL00032_7C_1	9820	true	3	1	EVENT_A3	0	-122	18	6	14	5
CSL00032R	1	CSL00032_9C_1	1125	true	3	5	EVENT_A3	0	-122	18	6	22	5
CSL00032R	1	CSL00032_9C_1	2200	true	3	1	EVENT_A3	0	-122	18	0	22	5
CSL00032R	1	CSL00032_9C_1	5780	true	2	1	EVENT_A3	-5	-122	18	6	12	0
CSL00032R	1	CSL00032_9C_1	775	true	3	1	EVENT_A3	0	-122	18	6	22	5
CSL00032R	1	CSL00032_9C_1	850	true	4	1	EVENT_A3	0	-122	18	0	22	5
CSL00032R	1	CSL00032_9C_1	9820	true	3	1	EVENT_A3	0	-122	14	6	14	5
CSL00032R	1	CSL00032_9C_2	1125	true	3	1	EVENT_A3	0	-122	18	6	22	5
CSL00032R	1	CSL00032_9C_2	2200	true	3	1	EVENT_A3	0	-122	18	0	22	5
CSL00032R	1	CSL00032_9C_2	5780	true	2	1	EVENT_A3	-5	-122	18	6	12	0
CSL00032R	1	CSL00032_9C_2	775	true	3	5	EVENT_A3	0	-122	18	6	22	5
CSL00032R	1	CSL00032_9C_2	850	true	4	1	EVENT_A3	0	-122	18	0	22	5
CSL00033R	1	CSL00033_7C_1	1125	true	4	1	EVENT_A3	4	-122	18	6	14	5
CSL00033R	1	CSL00033_7C_1	5780	true	2	5	EVENT_A3	0	-122	18	6	14	5
CSL00033R	1	CSL00033_7C_1	775	true	4	1	EVENT_A3	4	-122	18	6	14	5
CSL00033R	1	CSL00033_7C_1	850	true	4	1	EVENT_A3	0	-122	18	6	14	5
CSL00033R	1	CSL00033_9C_1	1125	true	3	5	EVENT_A3	0	-122	18	6	22	5
CSL00033R	1	CSL00033_9C_1	5780	true	2	1	EVENT_A3	-4	-122	18	6	12	0
CSL00033R	1	CSL00033_9C_1	775	true	3	1	EVENT_A3	0	-122	18	6	22	5
